Exposure	Outcome	bxy	se	p	nsnp
LINC00680_GSMR	BDEP	nan	nan	nan	nan
LINC00683_GSMR	BDEP	-0.000891716	0.00347132	0.797271	3
LINC00689_GSMR	BDEP	nan	nan	nan	nan
LINC00694_GSMR	BDEP	nan	nan	nan	nan
LINC00843_GSMR	BDEP	-0.00363947	0.0144142	0.80066	1
LINC00847_GSMR	BDEP	-0.00204175	0.0090405	0.821322	1
LINC00852_GSMR	BDEP	-0.00659266	0.00550028	0.230682	5
LINC00853_GSMR	BDEP	0.0162387	0.00436548	0.000199377	5
LINC00854_GSMR	BDEP	-0.0378212	0.0200457	0.0591943	1
LINGO2_GSMR	BDEP	-0.00193127	0.00433601	0.656029	9
LINGO4_GSMR	BDEP	0.00142397	0.00740793	0.847568	6
LINS_GSMR	BDEP	-0.00299499	0.00255168	0.240503	17
LIPA_GSMR	BDEP	0.00178262	0.0019502	0.360679	27
LIPC_GSMR	BDEP	-0.00733159	0.00528012	0.164976	8
LIPE_GSMR	BDEP	-0.00887444	0.0245291	0.717507	1
LIPH_GSMR	BDEP	-0.00524808	0.0338004	0.876611	1
LIPN_GSMR	BDEP	-0.00135881	0.00220037	0.53688	18
LIPT1_GSMR	BDEP	-0.00417042	0.00387166	0.281405	8
LIPT2_GSMR	BDEP	0.00404677	0.0252248	0.872544	1
LITAF_GSMR	BDEP	nan	nan	nan	nan
LL22NC03-2H8.4_GSMR	BDEP	nan	nan	nan	nan
LL22NC03-75H12.2_GSMR	BDEP	0.00869037	0.0106871	0.416124	1
LL22NC03-80A10.6_GSMR	BDEP	-0.00179806	0.00227237	0.428788	5
LL22NC03-86G7.1_GSMR	BDEP	nan	nan	nan	nan
LLGL1_GSMR	BDEP	-0.00577208	0.0300909	0.847882	1
LLGL2_GSMR	BDEP	nan	nan	nan	nan
LLPH_GSMR	BDEP	-0.00371671	0.0179407	0.83588	1
LMAN1_GSMR	BDEP	0.00228532	0.00428812	0.594073	5
LMAN2_GSMR	BDEP	-0.00665029	0.0152795	0.663387	1
LMAN2L_GSMR	BDEP	nan	nan	nan	nan
LMBR1_GSMR	BDEP	0.00689983	0.00457879	0.131833	7
LMBR1L_GSMR	BDEP	0.0697499	0.0260568	0.00743192	1
LMBRD1_GSMR	BDEP	0.0350451	0.0145282	0.0158557	1
LMBRD2_GSMR	BDEP	-0.00135093	0.00731726	0.853525	6
LMCD1_GSMR	BDEP	-0.00372946	0.00781551	0.633229	7
LMF1_GSMR	BDEP	0.0114092	0.00798276	0.15294	1
LMF2_GSMR	BDEP	-0.0100437	0.0217088	0.643611	1
LMLN_GSMR	BDEP	nan	nan	nan	nan
LMNA_GSMR	BDEP	-0.00571749	0.00602012	0.34225	6
LMNB1_GSMR	BDEP	nan	nan	nan	nan
LMNB2_GSMR	BDEP	0.00210001	0.0146938	0.886355	1
LMO2_GSMR	BDEP	0.0211644	0.0344723	0.539246	1
LMO4_GSMR	BDEP	0.0284767	0.0109865	0.0095428	5
LMO7-AS1_GSMR	BDEP	0.00452986	0.00625456	0.468912	1
LMO7_GSMR	BDEP	0.0154145	0.0180669	0.393554	3
LMOD1_GSMR	BDEP	nan	nan	nan	nan
LMTK2_GSMR	BDEP	nan	nan	nan	nan
LMTK3_GSMR	BDEP	nan	nan	nan	nan
LNP1_GSMR	BDEP	nan	nan	nan	nan
LNPEP_GSMR	BDEP	0.00265675	0.00540142	0.622817	8
LNX1_GSMR	BDEP	nan	nan	nan	nan
LNX2_GSMR	BDEP	-0.0209402	0.0091642	0.0223127	5
LOC440461_GSMR	BDEP	-0.000285466	0.00431834	0.947294	3
LOH12CR1_GSMR	BDEP	0.0063542	0.00941319	0.499656	5
LOH12CR2_GSMR	BDEP	-0.0174696	0.0187513	0.351518	1
LONP1_GSMR	BDEP	0.00333116	0.00459139	0.468131	7
LONP2_GSMR	BDEP	0.00990045	0.00541495	0.0674961	9
LONRF1_GSMR	BDEP	nan	nan	nan	nan
LONRF2_GSMR	BDEP	-0.0306506	0.0158181	0.0526611	1
LOX_GSMR	BDEP	-0.0296359	0.0309391	0.338124	1
LOXHD1_GSMR	BDEP	0.000498598	0.00337466	0.882542	10
LOXL1-AS1_GSMR	BDEP	nan	nan	nan	nan
LOXL2_GSMR	BDEP	-0.00010449	0.00436159	0.980887	6
LOXL3_GSMR	BDEP	nan	nan	nan	nan
LOXL4_GSMR	BDEP	0.0606023	0.0316982	0.0558953	1
LPAR1_GSMR	BDEP	0.00353951	0.00204411	0.0833507	22
LPAR2_GSMR	BDEP	-0.00477624	0.00360467	0.185166	9
LPAR3_GSMR	BDEP	0.000742587	0.00613992	0.903735	3
LPAR5_GSMR	BDEP	-0.0110184	0.00651821	0.0909506	6
LPAR6_GSMR	BDEP	-0.0202437	0.0195091	0.299429	1
LPCAT1_GSMR	BDEP	0.00257376	0.0089205	0.772947	7
LPCAT2_GSMR	BDEP	9.69402e-05	0.00262317	0.970521	14
LPCAT4_GSMR	BDEP	nan	nan	nan	nan
LPGAT1_GSMR	BDEP	0.00770067	0.00640247	0.229067	8
LPIN1_GSMR	BDEP	0.00835306	0.00413961	0.0436083	4
LPIN2_GSMR	BDEP	2.95277e-05	0.00313234	0.992479	13
LPIN3_GSMR	BDEP	0.038044	0.0370442	0.304426	1
LPL_GSMR	BDEP	-0.00513182	0.00384136	0.181569	13
LPP_GSMR	BDEP	0.00323022	0.00521757	0.535848	9
LPXN_GSMR	BDEP	-0.0264769	0.00833444	0.00148906	5
LRBA_GSMR	BDEP	0.000442217	0.012095	0.970834	3
LRCH1_GSMR	BDEP	0.0173995	0.0143049	0.223859	3
LRCH3_GSMR	BDEP	0.00308453	0.0195614	0.874705	1
LRCH4_GSMR	BDEP	nan	nan	nan	nan
LRCOL1_GSMR	BDEP	nan	nan	nan	nan
LRFN1_GSMR	BDEP	0.0254909	0.012953	0.049074	1
LRFN2_GSMR	BDEP	-0.00542196	0.00650488	0.404551	8
LRFN3_GSMR	BDEP	nan	nan	nan	nan
LRFN4_GSMR	BDEP	0.0132184	0.00554264	0.017086	5
LRGUK_GSMR	BDEP	0.0108343	0.00329191	0.000997695	8
LRIF1_GSMR	BDEP	0.00546653	0.00599214	0.361619	5
LRIG1_GSMR	BDEP	nan	nan	nan	nan
LRIG2_GSMR	BDEP	nan	nan	nan	nan
LRIT3_GSMR	BDEP	-0.00882028	0.0180119	0.624351	1
LRMP_GSMR	BDEP	-0.00393103	0.00867568	0.650471	5
LRP10_GSMR	BDEP	0.00916889	0.00660586	0.165139	5
LRP12_GSMR	BDEP	nan	nan	nan	nan
LRP1_GSMR	BDEP	0.0608608	0.0326488	0.0623071	1
LRP2BP_GSMR	BDEP	-0.00433561	0.0144356	0.763917	1
LRP3_GSMR	BDEP	-0.00180654	0.00516914	0.726724	8
LRP5L_GSMR	BDEP	-0.0234694	0.0186911	0.209243	3
LRP6_GSMR	BDEP	nan	nan	nan	nan
LRP8_GSMR	BDEP	0.0531351	0.0151692	0.000460337	3
LRPAP1_GSMR	BDEP	nan	nan	nan	nan
LRPPRC_GSMR	BDEP	-0.00634393	0.00483298	0.189307	12
LRR1_GSMR	BDEP	0.00638182	0.00492626	0.195158	9
LRRC14_GSMR	BDEP	-0.0120845	0.00354574	0.000653987	3
LRRC16A_GSMR	BDEP	0.00509376	0.00262987	0.0527597	16
LRRC16B_GSMR	BDEP	0.0163286	0.0191466	0.393761	3
LRRC1_GSMR	BDEP	-0.00463781	0.00515164	0.367983	10
LRRC20_GSMR	BDEP	nan	nan	nan	nan
LRRC23_GSMR	BDEP	-0.00018517	0.0045356	0.967435	1
LRRC25_GSMR	BDEP	0.0100124	0.00404824	0.0133884	11
LRRC27_GSMR	BDEP	-0.0044051	0.00666696	0.508782	3
LRRC28_GSMR	BDEP	-0.000497863	0.00414501	0.904395	9
LRRC29_GSMR	BDEP	0.01271	0.0245321	0.604392	1
LRRC2_GSMR	BDEP	0.0111868	0.0264074	0.671841	1
LRRC32_GSMR	BDEP	nan	nan	nan	nan
LRRC33_GSMR	BDEP	0.0042367	0.00417184	0.309845	9
LRRC37A15P_GSMR	BDEP	0.00606425	0.00269695	0.0245406	5
LRRC37A16P_GSMR	BDEP	-0.00301379	0.00403527	0.455146	3
LRRC37A2_GSMR	BDEP	0.0062582	0.00205717	0.002349	5
LRRC37A4P_GSMR	BDEP	-0.00554669	0.00178376	0.00187372	10
LRRC37A6P_GSMR	BDEP	0.0361304	0.0313123	0.248553	1
LRRC37A_GSMR	BDEP	-0.000690965	0.00248939	0.781347	7
LRRC37B_GSMR	BDEP	nan	nan	nan	nan
LRRC39_GSMR	BDEP	-0.00340625	0.0106004	0.747959	1
LRRC3DN_GSMR	BDEP	-0.00275246	0.0169544	0.871034	3
LRRC3_GSMR	BDEP	nan	nan	nan	nan
LRRC40_GSMR	BDEP	-0.00269857	0.0286969	0.92508	1
LRRC42_GSMR	BDEP	0.00815914	0.0131191	0.533989	3
LRRC43_GSMR	BDEP	0.00179154	0.0127015	0.887831	1
LRRC45_GSMR	BDEP	0.00558591	0.0171754	0.745009	1
LRRC46_GSMR	BDEP	0.0148978	0.00851968	0.080354	6
LRRC47_GSMR	BDEP	0.00260749	0.00978993	0.789974	3
LRRC48_GSMR	BDEP	-0.00437431	0.010731	0.683542	3
LRRC4B_GSMR	BDEP	-0.0167257	0.0150959	0.267878	3
LRRC4_GSMR	BDEP	nan	nan	nan	nan
LRRC56_GSMR	BDEP	-0.00378443	0.00511218	0.459132	1
LRRC57_GSMR	BDEP	-0.00159593	0.00661431	0.809335	1
LRRC58_GSMR	BDEP	-0.00782928	0.00520252	0.132349	5
LRRC61_GSMR	BDEP	0.00314193	0.00448618	0.483703	3
LRRC63_GSMR	BDEP	0.00415844	0.00831825	0.617133	1
LRRC69_GSMR	BDEP	0.00843535	0.0124007	0.49636	1
LRRC6_GSMR	BDEP	-0.000571856	0.0019501	0.769335	16
LRRC70_GSMR	BDEP	nan	nan	nan	nan
LRRC7_GSMR	BDEP	0.000451936	0.00358476	0.899675	11
LRRC8A_GSMR	BDEP	nan	nan	nan	nan
LRRC8B_GSMR	BDEP	-0.000590481	0.00228965	0.79649	14
LRRC8C_GSMR	BDEP	-0.0121105	0.00358199	0.000722413	11
LRRC8D_GSMR	BDEP	0.013053	0.00472783	0.0057646	12
LRRCC1_GSMR	BDEP	nan	nan	nan	nan
LRRFIP1_GSMR	BDEP	0.00732688	0.00426601	0.0858876	8
LRRFIP2_GSMR	BDEP	0.00327794	0.00405271	0.418616	8
LRRIQ3_GSMR	BDEP	nan	nan	nan	nan
LRRK1_GSMR	BDEP	0.00235334	0.00505238	0.641367	5
LRRK2_GSMR	BDEP	-0.00996902	0.0045852	0.0296921	16
LRRN1_GSMR	BDEP	-0.00455717	0.00612017	0.456505	9
LRRN3_GSMR	BDEP	nan	nan	nan	nan
LRSAM1_GSMR	BDEP	-0.018882	0.0148025	0.202098	1
LRWD1_GSMR	BDEP	-0.00516046	0.00355869	0.147031	9
LSG1_GSMR	BDEP	6.31337e-05	0.00277521	0.98185	7
LSM10_GSMR	BDEP	0.0235071	0.0156877	0.134019	3
LSM11_GSMR	BDEP	0.00572466	0.0279958	0.837976	1
LSM12_GSMR	BDEP	0.0437678	0.028346	0.122575	1
LSM14A_GSMR	BDEP	nan	nan	nan	nan
LSM14B_GSMR	BDEP	-0.00245369	0.0123871	0.842979	1
LSM2_GSMR	BDEP	-0.0143758	0.0134559	0.285357	1
LSM4_GSMR	BDEP	0.021542	0.00969274	0.0262505	3
LSM5_GSMR	BDEP	0.0759844	0.0282779	0.00720849	1
LSM6_GSMR	BDEP	-0.00463176	0.00849717	0.585688	6
LSM7_GSMR	BDEP	nan	nan	nan	nan
LSMD1_GSMR	BDEP	0.0266209	0.00778241	0.000624725	5
LSR_GSMR	BDEP	nan	nan	nan	nan
LSS_GSMR	BDEP	0.00405318	0.00309156	0.189841	5
LST1_GSMR	BDEP	-0.0134803	0.00572526	0.0185458	8
LTA4H_GSMR	BDEP	-0.00244343	0.00244985	0.318579	22
LTA_GSMR	BDEP	nan	nan	nan	nan
LTB4R2_GSMR	BDEP	-0.0600314	0.0383112	0.117129	1
LTB4R_GSMR	BDEP	-0.0149258	0.0114004	0.190452	3
LTB_GSMR	BDEP	0.106276	0.0261407	4.79218e-05	1
LTBP2_GSMR	BDEP	-0.0490991	0.0107139	4.58905e-06	5
LTBP3_GSMR	BDEP	0.0153967	0.00484599	0.00148703	8
LTBP4_GSMR	BDEP	-0.000811158	0.0071668	0.909886	6
LTBR_GSMR	BDEP	nan	nan	nan	nan
LTN1_GSMR	BDEP	-0.013076	0.0108454	0.227943	3
LTV1_GSMR	BDEP	-0.0136329	0.0316374	0.666533	1
LUC7L2_GSMR	BDEP	-0.0249382	0.0349856	0.475962	1
LUC7L_GSMR	BDEP	-0.00580685	0.0128249	0.650707	1
LUZP1_GSMR	BDEP	nan	nan	nan	nan
LXN_GSMR	BDEP	-0.00136129	0.00341428	0.69011	10
LY6E_GSMR	BDEP	nan	nan	nan	nan
LY6G5B_GSMR	BDEP	0.00604977	0.00554519	0.275275	6
LY6G5C_GSMR	BDEP	0.00451966	0.00370535	0.222554	9
LY75_GSMR	BDEP	0.00787525	0.00415574	0.0580886	10
LY86-AS1_GSMR	BDEP	-0.0378181	0.0227632	0.0966397	1
LY86_GSMR	BDEP	-0.0032483	0.00288554	0.260284	14
LY96_GSMR	BDEP	0.000743572	0.00456726	0.870672	7
LY9_GSMR	BDEP	nan	nan	nan	nan
LYAR_GSMR	BDEP	0.00332177	0.00691261	0.630845	6
LYG1_GSMR	BDEP	0.00913962	0.00384986	0.017596	9
LYN_GSMR	BDEP	nan	nan	nan	nan
LYNX1_GSMR	BDEP	0.000779535	0.0064479	0.903772	3
LYPD2_GSMR	BDEP	-0.000217056	0.00505823	0.965772	7
LYPD3_GSMR	BDEP	0.0249317	0.0181258	0.168983	1
LYPD4_GSMR	BDEP	nan	nan	nan	nan
LYPD5_GSMR	BDEP	nan	nan	nan	nan
LYPD6B_GSMR	BDEP	-0.0083743	0.00661189	0.205315	9
LYPLA2_GSMR	BDEP	nan	nan	nan	nan
LYPLAL1_GSMR	BDEP	-0.00609943	0.00493875	0.216825	5
LYRM1_GSMR	BDEP	0.0233707	0.0184275	0.204708	1
LYRM2_GSMR	BDEP	-0.0410543	0.0194058	0.034381	1
LYRM4_GSMR	BDEP	0.00658517	0.00348018	0.0584654	13
LYRM5_GSMR	BDEP	-0.0123124	0.00617362	0.0461124	7
LYRM7_GSMR	BDEP	-0.00319428	0.0130672	0.806883	3
LYRM9_GSMR	BDEP	nan	nan	nan	nan
LYSMD1_GSMR	BDEP	0.0123565	0.0136898	0.366735	3
LYSMD2_GSMR	BDEP	-0.103951	0.0403734	0.0100313	1
LYSMD4_GSMR	BDEP	-0.0111141	0.00336653	0.000962158	9
LYST_GSMR	BDEP	-0.0208395	0.0149886	0.16442	3
LYVE1_GSMR	BDEP	0.0197211	0.00936728	0.0352634	5
LYZ_GSMR	BDEP	0.00472129	0.00196528	0.0162902	28
LZIC_GSMR	BDEP	0.0406235	0.038399	0.290087	1
LZTFL1_GSMR	BDEP	0.000604113	0.0135398	0.964412	3
LZTR1_GSMR	BDEP	0.00296634	0.00399654	0.457949	6
LZTS1_GSMR	BDEP	-0.00679269	0.00811456	0.402537	6
LZTS2_GSMR	BDEP	-0.0205603	0.0178677	0.249856	1
M1AP_GSMR	BDEP	-0.00973124	0.0316608	0.75857	1
MAB21L3_GSMR	BDEP	-0.0446766	0.0190065	0.0187432	1
MACF1_GSMR	BDEP	-0.000944815	0.00418141	0.821236	10
MACROD2_GSMR	BDEP	nan	nan	nan	nan
MAD1L1_GSMR	BDEP	0.0176477	0.00543114	0.00115671	8
MAD2L1BP_GSMR	BDEP	-0.00674106	0.00400592	0.0924191	12
MAD2L1_GSMR	BDEP	nan	nan	nan	nan
MAD2L2_GSMR	BDEP	0.00785924	0.0330616	0.812102	1
MADD_GSMR	BDEP	0.0163326	0.00742764	0.0278855	3
MAEA_GSMR	BDEP	-0.00683966	0.00929435	0.461795	3
MAF1_GSMR	BDEP	0.00403673	0.00387571	0.297623	3
MAFB_GSMR	BDEP	0.00356455	0.0082512	0.665739	5
MAFF_GSMR	BDEP	nan	nan	nan	nan
MAF_GSMR	BDEP	nan	nan	nan	nan
MAFK_GSMR	BDEP	-0.00314904	0.0144615	0.827621	1
MAGEF1_GSMR	BDEP	0.00667809	0.00659731	0.311421	6
MAG_GSMR	BDEP	-0.0215353	0.0228503	0.34596	1
MAGI2-AS3_GSMR	BDEP	-0.00106567	0.00243971	0.662256	6
MAGI2_GSMR	BDEP	nan	nan	nan	nan
MAGI3_GSMR	BDEP	0.00111197	0.0370983	0.976088	1
MAGOH2_GSMR	BDEP	nan	nan	nan	nan
MAGOHB_GSMR	BDEP	0.00783002	0.00981121	0.424831	3
MAK16_GSMR	BDEP	-0.0118677	0.0130991	0.364941	3
MAK_GSMR	BDEP	0.00181365	0.00690169	0.792718	7
MAL_GSMR	BDEP	nan	nan	nan	nan
MALSU1_GSMR	BDEP	-0.0244095	0.0138076	0.0770896	1
MALT1_GSMR	BDEP	-0.00169084	0.00835037	0.839537	3
MAML1_GSMR	BDEP	0.0793895	0.0339541	0.0193798	1
MAML2_GSMR	BDEP	0.0449928	0.0286298	0.116057	1
MAML3_GSMR	BDEP	-0.00308135	0.00441854	0.485573	5
MAN1A1_GSMR	BDEP	0.00993317	0.00499532	0.0467571	12
MAN1A2_GSMR	BDEP	0.0331724	0.00729541	5.44082e-06	5
MAN1C1_GSMR	BDEP	-0.000463633	0.0121694	0.969609	3
MAN2A1_GSMR	BDEP	0.0344359	0.00966205	0.00036519	6
MAN2A2_GSMR	BDEP	-0.0172204	0.00804428	0.0322984	7
MAN2B1_GSMR	BDEP	0.00519873	0.00360812	0.14963	6
MAN2B2_GSMR	BDEP	nan	nan	nan	nan
MAN2C1_GSMR	BDEP	-0.0022454	0.00231599	0.332286	12
MANBA_GSMR	BDEP	nan	nan	nan	nan
MANBAL_GSMR	BDEP	0.00432362	0.00818575	0.597369	6
MANEA-AS1_GSMR	BDEP	0.00391855	0.0129891	0.762895	1
MANEA_GSMR	BDEP	-0.00457812	0.00268076	0.0876791	17
MANF_GSMR	BDEP	-0.00545014	0.0351516	0.876785	1
MANSC1_GSMR	BDEP	0.00992122	0.00938472	0.290435	3
MAP10_GSMR	BDEP	0.00309788	0.00597618	0.6042	5
MAP1A_GSMR	BDEP	-0.0221089	0.0120724	0.0670465	1
MAP1B_GSMR	BDEP	0.0378235	0.02898	0.191839	1
MAP1LC3A_GSMR	BDEP	-0.00262086	0.00354546	0.459776	8
MAP1LC3B_GSMR	BDEP	-0.00894874	0.0035317	0.0112823	6
MAP1S_GSMR	BDEP	-0.0079061	0.0202465	0.696172	1
MAP2K1_GSMR	BDEP	nan	nan	nan	nan
MAP2K2_GSMR	BDEP	0.0212161	0.0121035	0.0796205	3
MAP2K3_GSMR	BDEP	0.0244078	0.0275848	0.37625	1
MAP2K4_GSMR	BDEP	-0.0149396	0.0135016	0.268507	1
MAP2K5_GSMR	BDEP	0.00567351	0.00328105	0.0837775	8
MAP3K10_GSMR	BDEP	nan	nan	nan	nan
MAP3K11_GSMR	BDEP	-0.00232225	0.00389528	0.551062	12
MAP3K12_GSMR	BDEP	0.00577177	0.0119937	0.630351	3
MAP3K13_GSMR	BDEP	-0.0258403	0.0128774	0.0447874	1
MAP3K14_GSMR	BDEP	0.0281937	0.0241265	0.242574	1
MAP3K1_GSMR	BDEP	0.0279786	0.00771749	0.000288564	10
MAP3K2_GSMR	BDEP	0.000274346	0.00360862	0.939399	10
MAP3K3_GSMR	BDEP	-0.00919389	0.0336078	0.78442	1
MAP3K4_GSMR	BDEP	nan	nan	nan	nan
MAP3K5_GSMR	BDEP	nan	nan	nan	nan
MAP3K6_GSMR	BDEP	0.000171321	0.00723854	0.981118	8
MAP3K7_GSMR	BDEP	-0.00656022	0.0106993	0.539779	3
MAP3K8_GSMR	BDEP	0.00108406	0.00605054	0.857807	6
MAP3K9_GSMR	BDEP	0.00897784	0.00744724	0.228	1
MAP4_GSMR	BDEP	-0.0104567	0.00966038	0.279059	5
MAP4K1_GSMR	BDEP	0.0179659	0.0113881	0.114657	3
MAP4K2_GSMR	BDEP	-0.0322744	0.0298064	0.278896	1
MAP4K4_GSMR	BDEP	0.0507859	0.0326671	0.120029	1
MAP4K5_GSMR	BDEP	-0.00463112	0.0129493	0.720617	5
MAP6D1_GSMR	BDEP	-0.00248045	0.00317867	0.43519	12
MAP7D1_GSMR	BDEP	nan	nan	nan	nan
MAP9_GSMR	BDEP	0.11072	0.0304459	0.000276256	1
MAPK13_GSMR	BDEP	nan	nan	nan	nan
MAPK14_GSMR	BDEP	nan	nan	nan	nan
MAPK1_GSMR	BDEP	nan	nan	nan	nan
MAPK3_GSMR	BDEP	0.00987201	0.00346999	0.00444163	9
MAPK7_GSMR	BDEP	0.0269783	0.0170094	0.11272	1
MAPK8_GSMR	BDEP	0.00218646	0.00767212	0.775653	7
MAPK8IP1_GSMR	BDEP	-0.00274388	0.00347997	0.430417	8
MAPK8IP2_GSMR	BDEP	-0.0739124	0.0346533	0.0329319	1
MAPK8IP3_GSMR	BDEP	nan	nan	nan	nan
MAPK9_GSMR	BDEP	0.0017502	0.00609377	0.773951	6
MAPKAP1_GSMR	BDEP	0.0473265	0.0167135	0.00463095	1
MAPKAPK2_GSMR	BDEP	nan	nan	nan	nan
MAPKAPK3_GSMR	BDEP	-0.00599442	0.00506997	0.237072	5
MAPKAPK5-AS1_GSMR	BDEP	0.00483849	0.00501891	0.33502	6
MAPKAPK5_GSMR	BDEP	0.00858004	0.00833836	0.303487	1
MAPKBP1_GSMR	BDEP	nan	nan	nan	nan
MAPRE1_GSMR	BDEP	0.00426175	0.0103632	0.680896	1
MAPRE2_GSMR	BDEP	0.00414732	0.00676218	0.53967	5
MAPRE3_GSMR	BDEP	nan	nan	nan	nan
MAPT_GSMR	BDEP	-0.0258822	0.031236	0.40733	1
MARC1_GSMR	BDEP	0.00574917	0.00385732	0.136105	13
MARC2_GSMR	BDEP	-0.00534541	0.011856	0.652091	1
MARCH10_GSMR	BDEP	0.0193813	0.0121461	0.11056	1
MARCH1_GSMR	BDEP	-0.00836001	0.00438197	0.0564146	8
MARCH2_GSMR	BDEP	0.00508915	0.00641549	0.427626	5
MARCH3_GSMR	BDEP	0.00758314	0.00698212	0.277443	6
MARCH5_GSMR	BDEP	0.00307641	0.011022	0.780157	3
MARCH6_GSMR	BDEP	-0.00188239	0.00387721	0.627321	5
MARCH7_GSMR	BDEP	-0.0287831	0.0150111	0.0551802	3
MARCH8_GSMR	BDEP	nan	nan	nan	nan
MARCH9_GSMR	BDEP	-0.0447185	0.025901	0.0842547	1
MARCKS_GSMR	BDEP	-0.000629803	0.00803748	0.937543	3
MARCKSL1_GSMR	BDEP	0.04347	0.0449587	0.3336	1
MARCO_GSMR	BDEP	-0.00200519	0.00233002	0.389465	23
MARK2_GSMR	BDEP	0.080859	0.0373875	0.0305623	1
MARK3_GSMR	BDEP	-0.0282374	0.00513749	3.87736e-08	6
MARK4_GSMR	BDEP	nan	nan	nan	nan
MARS2_GSMR	BDEP	nan	nan	nan	nan
MARS_GSMR	BDEP	nan	nan	nan	nan
MARVELD1_GSMR	BDEP	nan	nan	nan	nan
MARVELD2_GSMR	BDEP	0.0200884	0.0341812	0.556731	1
MASP2_GSMR	BDEP	-0.000542683	0.0300776	0.985605	1
MAST2_GSMR	BDEP	nan	nan	nan	nan
MAST3_GSMR	BDEP	nan	nan	nan	nan
MAST4-AS1_GSMR	BDEP	0.00324128	0.00501586	0.518145	1
MAST4_GSMR	BDEP	-0.00306415	0.00457039	0.50258	6
MASTL_GSMR	BDEP	0.000456177	0.00275356	0.868418	14
MAT2A_GSMR	BDEP	0.0134899	0.00594336	0.0232227	5
MAT2B_GSMR	BDEP	nan	nan	nan	nan
MATK_GSMR	BDEP	0.0072758	0.0259417	0.779119	1
MATN1-AS1_GSMR	BDEP	nan	nan	nan	nan
MATN2_GSMR	BDEP	-0.000558318	0.00609537	0.927018	7
MAU2_GSMR	BDEP	-0.00552865	0.00251333	0.0278259	9
MAVS_GSMR	BDEP	0.0200054	0.00672895	0.00294865	3
MAX_GSMR	BDEP	-0.00165604	0.00836876	0.843136	5
MB21D1_GSMR	BDEP	nan	nan	nan	nan
MB21D2_GSMR	BDEP	0.0116442	0.00651405	0.0738472	5
MBD1_GSMR	BDEP	-0.00656408	0.0391173	0.866737	1
MBD2_GSMR	BDEP	nan	nan	nan	nan
MBD5_GSMR	BDEP	nan	nan	nan	nan
MBD6_GSMR	BDEP	-0.00546316	0.0223733	0.80709	1
MBIP_GSMR	BDEP	0.0265891	0.0292827	0.363871	1
MBLAC1_GSMR	BDEP	nan	nan	nan	nan
MBLAC2_GSMR	BDEP	0.0149373	0.0154635	0.33406	1
MBNL1_GSMR	BDEP	-0.000176943	0.00408391	0.965441	12
MBNL2_GSMR	BDEP	nan	nan	nan	nan
MBOAT1_GSMR	BDEP	0.00433564	0.00721745	0.548029	7
MBOAT2_GSMR	BDEP	-0.00452768	0.0132562	0.732687	1
MBOAT4_GSMR	BDEP	nan	nan	nan	nan
MBOAT7_GSMR	BDEP	0.0133489	0.0122084	0.274206	1
MBP_GSMR	BDEP	0.00490105	0.00331639	0.139454	9
MBTPS1_GSMR	BDEP	-0.00415354	0.00382348	0.277336	14
MC1R_GSMR	BDEP	-0.00203386	0.00328653	0.536016	7
MCCC1_GSMR	BDEP	0.00590758	0.00686376	0.389408	6
MCCC2_GSMR	BDEP	nan	nan	nan	nan
MCC_GSMR	BDEP	0.00783661	0.00581576	0.177826	8
MCEE_GSMR	BDEP	0.00331679	0.00646386	0.607862	6
MCF2L2_GSMR	BDEP	nan	nan	nan	nan
MCF2L_GSMR	BDEP	0.0114065	0.00822939	0.165727	5
MCFD2_GSMR	BDEP	0.000452552	0.00534031	0.932466	8
MCHR1_GSMR	BDEP	0.00636639	0.00595796	0.285271	6
MCL1_GSMR	BDEP	nan	nan	nan	nan
MCM2_GSMR	BDEP	nan	nan	nan	nan
MCM3AP-AS1_GSMR	BDEP	nan	nan	nan	nan
MCM3AP_GSMR	BDEP	-0.00588107	0.00386296	0.127903	6
MCM3_GSMR	BDEP	nan	nan	nan	nan
MCM4_GSMR	BDEP	nan	nan	nan	nan
MCM5_GSMR	BDEP	-0.00463456	0.00411138	0.259636	5
MCM6_GSMR	BDEP	-0.00867197	0.00504909	0.0858821	10
MCM7_GSMR	BDEP	nan	nan	nan	nan
MCM8_GSMR	BDEP	-0.000960665	0.00456987	0.833498	7
MCM9_GSMR	BDEP	nan	nan	nan	nan
MCMBP_GSMR	BDEP	-0.0104513	0.00364878	0.00417881	10
MCOLN1_GSMR	BDEP	nan	nan	nan	nan
MCOLN2_GSMR	BDEP	-0.00567585	0.00459577	0.216824	14
MCOLN3_GSMR	BDEP	-0.0239406	0.0107661	0.0261689	3
MCPH1_GSMR	BDEP	nan	nan	nan	nan
MCTP1_GSMR	BDEP	-0.0017461	0.00333213	0.600265	15
MCTP2_GSMR	BDEP	0.00224018	0.00556884	0.687485	14
MDFIC_GSMR	BDEP	0.0104547	0.0134916	0.438398	3
MDGA1_GSMR	BDEP	-0.00823667	0.00259944	0.00153158	20
MDH1_GSMR	BDEP	-0.0180591	0.0114626	0.115145	1
MDM1_GSMR	BDEP	0.00859305	0.00623442	0.168104	12
MDM2_GSMR	BDEP	0.00137937	0.00387742	0.722031	9
MDM4_GSMR	BDEP	nan	nan	nan	nan
MDN1_GSMR	BDEP	nan	nan	nan	nan
MDS2_GSMR	BDEP	-0.00612682	0.0092392	0.507246	3
